"","TABLE_NAME","COMMENTS","schema"
"41","CRUISE","This is a unique numeric identifier assigned to each VESSEL, CRUISE) combination","RACEBASE"
"42","CRUISE","Valid Values: AI=Aleutian Islands, BS=Bering Sea, GOA=Gulf of Alaska, WC=West Coast,HBS=Hydroacoustic Bering Sea, HG=Hydroacoustic Gulf of Alaska, HWC=Hydroacoustic West Coast, TAG=Denotes that no biological data exist for this cruise other than those related to tags released or recovered.","RACEBASE"
"43","CRUISE_ORIG","Codebooks:  https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-manual","RACEBASE"
"44","CRUISE_ORIG","Date.  This is the date of the first haul of the cruise; this field is populated using a query - select min (start_time)from racebase.haul","RACEBASE"
"45","CRUISE_ORIG","Date.  This is the date of the last haul of the cruise; this field is populated value using a query - select max (start_time) from a racebase.haul ","RACEBASE"
"46","CRUISE_ORIG","Latitude in decimal degrees.  These are the northern bounding coordinates of the cruise.","RACEBASE"
"47","CRUISE_ORIG","Latitude in decimal degrees.  These are the southern bounding coordinates of cruise.","RACEBASE"
"48","CRUISE_ORIG","Longitude in decimal degrees.  These are the eastern bounding coordinates of cruise.","RACEBASE"
"49","CRUISE_ORIG","Longitude in decimal degrees.  These are the western bounding coordinates of cruise.","RACEBASE"
"50","CRUISE_ORIG","Text. Description of the survey.","RACEBASE"
"51","CRUISE_ORIG","Text. Name of country or countries that conducted the cruise","RACEBASE"
"52","CRUISE_ORIG","This is a six-digit number identifying the Cruise number of the form: YYYY99 (where YYYY = year of the cruise; 99 = 2-digit number and is sequential; 01 denotes the first cruise that vessel made in this year, 02 is the second, etc.)","RACEBASE"
"53","CRUISE_ORIG","This is a unique identifier for each record in the base table, to be used in corresponding audit tables to identify the original record in the base table","RACEBASE"
"54","CRUISE_ORIG","This is a unique numeric identifier assigned to each (VESSEL,CRUISE) combination","RACEBASE"
"55","CRUISE_ORIG","Valid Values: AI=Aleutian Islands, BS=Bering Sea, GOA=Gulf of Alaska, WC=West Coast,HBS=Hydroacoustic Bering Sea, HG=Hydroacoustic Gulf of Alaska, HWC=Hydroacoustic West Coast, TAG=Denotes that no biological data exist for this cruise other than those related to tags released or recovered.","RACEBASE"
"56","EVENT","Alpha-numeric designation for the Station established in the design of a Survey","RACEBASE"
"57","EVENT","Codebooks:  https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-manual","RACEBASE"
"58","EVENT","Date and time of deployment of the device","RACEBASE"
"59","EVENT","Latitude (decimal degrees) where the device was deployed.","RACEBASE"
"60","EVENT","Longitude (decimal degrees) where the device was deployed.","RACEBASE"
"61","EVENT","RACE statistical area for analyzing data.  Strata were designed using bathymetry and other measures of habitat;  References RACEBASE.STRATUM","RACEBASE"
"62","EVENT","This is a six-digit number identifying the Cruise number.  Its format is: YYYY99 (where YYYY = year of the cruise; 99 = 2-digit number and is sequential; 01 denotes the first cruise that vessel made in this year, 02 is the second, etc.)","RACEBASE"
"63","EVENT","This is a unique identifier for each record in the base table, to be used in corresponding audit tables to identify the original record in the base table","RACEBASE"
"64","EVENT","This is a unique numeric identifier assigned to each (VESSEL,CRUISE) combination","RACEBASE"
"65","EVENT","This is a unique numeric identifier assigned to each (VESSEL,CRUISE,HAUL) combination","RACEBASE"
"66","EVENT","This number uniquely identifies a haul within a cruise.  It is a sequential number, in chronological order of occurrence.","RACEBASE"
"67","EVENT","Valid Values:  U=upcast, D=Downcast, null=unknown","RACEBASE"
"68","EVENT","Valid Values:  Whole numbers and null. This value serves to uniquely identify each piece of bathythermic equipment used in the survey.  A null value indicates that the DEVICE_ID is unknown","RACEBASE"
"69","EVENT","Valid Values: AI=Aleutian Islands, BS=Bering Sea, GOA=Gulf of Alaska, WC=West Coast,HBS=Hydroacoustic Bering Sea, HG=Hydroacoustic Gulf of Alaska, HWC=Hydroacoustic West Coast","RACEBASE"
"70","EVENT","Valid Values: CTD=conductivity temperature depth, MBT=microbathythermograph, SBE=Seabird Electronics BT, XBT=expendable bathythermograph","RACEBASE"
"71","EVENT","Valid Values: whole numbers.  This value serves to uniquely identify each deployment of the device within a cruise.  It is a unique sequential number and generally, in order of chronological occurrence","RACEBASE"
"72","EVENT","meters (m)","RACEBASE"
"73","HAUL"," Meters (m).  Weighted average depth (m) and is calculated by adding GEAR_DEPTH to NET_HEIGHT. ","RACEBASE"
"74","HAUL","Accessories modifying GEAR.  Domain:  Groundfish Survey Codebook:  Gear Accessories;   http://www.afsc.noaa.gov/RACE/groundfish/Groundfish_Survey_Codes.pdf","RACEBASE"
"75","HAUL","Alpha-numeric designation for the Station established in the design of a survey.","RACEBASE"
"76","HAUL","Average depth (m) of trawl measured at the headrope (Groundfish) or footrope (MACE).","RACEBASE"
"77","HAUL","Date. This is the date and time at the beginning of the haul; For groundfish trawl data,  this is the on-bottom time which is determined after we have looked at the bottom-contact sensor and net-mensuration plots.   For hydroacoustic data, start_time is when the first fish is captured (displayed on the net sounder) or when the net is at target depth and location.","RACEBASE"
"78","HAUL","Decimal hour.  This is the elapsed time between start and end of a haul.  The bottom contact sensors showed up in 1994 and were put into service in GOA in 1995 and EBS in 1996.  We assume that DURATION is On bottom minus Off bottom started along with BC use","RACEBASE"
"79","HAUL","Denotes whether and how catch was subsampled.  Domain:  Groundfish Survey Codebook:  Catch Subsample code;   http://www.afsc.noaa.gov/RACE/groundfish/Groundfish_Survey_Codes.pdf","RACEBASE"
"80","HAUL","Domain:  Groundfish Survey Codebook:   Haul Type;  http://www.afsc.noaa.gov/RACE/groundfish/Groundfish_Survey_Codes.pdf","RACEBASE"
"81","HAUL","Domain:  Groundfish Survey Codebook: Bottom Type Code;   
http://www.afsc.noaa.gov/RACE/groundfish/Groundfish_Survey_Codes.pdf","RACEBASE"
"82","HAUL","Domain:  Groundfish Survey Codebook: Performance Codes;    
http://www.afsc.noaa.gov/RACE/groundfish/Groundfish_Survey_Codes.pdf","RACEBASE"
"83","HAUL","Domain: Groundfish Survey Codebook: Vessel Codes
http://www.afsc.noaa.gov/RACE/groundfish/Groundfish_Survey_Codes.pdf","RACEBASE"
"84","HAUL","Measured or estimated distance (m) between footrope and headrope of the trawl.","RACEBASE"
"85","HAUL","Measured or estimated distance (m) between wingtips of the trawl.","RACEBASE"
"86","HAUL","RACE database statistical area for analyzing data.  Strata were designed using bathymetry and other measures of habitat and are unique to each survey series.","RACEBASE"
"87","HAUL","Surface temperature, in tenths of a degree, Celsius.  Null values indicate temperature was not measured.","RACEBASE"
"88","HAUL","The latitude (decimal degrees) at the end of the haul","RACEBASE"
"89","HAUL","The latitude (decimal degrees) at the start of the haul","RACEBASE"
"90","HAUL","The longitude (decimal degrees) at the end of the haul","RACEBASE"
"91","HAUL","The longitude (decimal degrees) at the start of the haul.","RACEBASE"
"92","HAUL","This is a Y/N field, to indicate whether the NET_WIDTH was measured or estimated:   Yes (Y) means that NET_WIDTH was measured   and (N) indicates that NET_WIDTH was calculated","RACEBASE"
"93","HAUL","This is a six-digit number identifying the Cruise number of the form: YYYY99 (where YYYY = year of the cruise; 99 = 2-digit number and is sequential; 01 denotes the first cruise that vessel made in this year, 02 is the second, etc.","RACEBASE"
"94","HAUL","This is a unique identifier for each record in the base table, to be used in corresponding audit tables to identify the original record in the base table","RACEBASE"
"95","HAUL","This is a unique numeric identifier assigned to each (VESSEL, CRUISE, HAUL) combination","RACEBASE"
"96","HAUL","This is a unique numeric identifier assigned to each (VESSEL,CRUISE) combination","RACEBASE"
"97","HAUL","This number uniquely identifies a haul within a cruise.  It is a sequential number, in chronological order of occurrence.","RACEBASE"
"98","HAUL","Type of trawl or gear deployed.  Domain:  Groundfish Survey Codebook: GEAR:Gear Code;  
http://www.afsc.noaa.gov/RACE/groundfish/Groundfish_Survey_Codes.pdf","RACEBASE"
"99","HAUL","Valid Values: AI=Aleutian Islands, BS=Bering Sea, GOA=Gulf of Alaska, WC=West Coast,HBS=Hydroacoustic Bering Sea, HG=Hydroacoustic Gulf of Alaska, HWC=Hydroacoustic West Coast, TAG=Denotes that no biological data exist for this cruise other than those related to tags released or recovered.","RACEBASE"
"100","HAUL","Weighted average temperature (in tenths of a degree Celsius) measured at the maximum depth of the headrope of the trawl. Null values indicate temperature was not recorded.","RACEBASE"
"101","HAUL","kilometers (km) in thousandths of a km","RACEBASE"
"102","HAUL","meters (m); Length of trawl wire (warp) deployed.","RACEBASE"
"103","HAUL_ORIG","Alpha-numeric designation for the Station established in the design of a Survey.","RACEBASE"
"104","HAUL_ORIG","Biomass hauls” are defined as positive performance survey trawl hauls (i.e., haul performance considered to be acceptable) from an Alaska Fisheries Science Center bottom trawl survey time-series for which a sampling design, gear type, accessory type, tow duration and survey methodology are standardized such that the distance fished and average net spread from those hauls can be used to calculate an area swept for standardizing catch sample weights and numbers by survey year and by taxon or taxonomic group in terms of Catch per Unit Effort (CPUE).  CPUE’s are used to derive estimates of biomass, population size, abundance-at-length and abundance-at-age that can be used to index or monitor trends in marine life populations over the span of the respective survey time-series for purposes of stock assessment, ecosystem monitoring or other research.  ","RACEBASE"
"105","HAUL_ORIG","Codebooks:  https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-manual","RACEBASE"
"106","HAUL_ORIG","Date. This is the date and time at the beginning of the haul; For groundfish trawl data,  this is the on-bottom time which is determined after we have looked at the bottom-contact sensor and net-mensuration plots.   For hydroacoustic data, start_time is when the first fish is captured (displayed on the net sounder) or when the net is at target depth and location.","RACEBASE"
"107","HAUL_ORIG","Decimal hour.  This is the elapsed time between start and end of a haul.  The bottom contact sensors showed up in 1994 and were put into service in GOA in 1995 and EBS in 1996.  We assume that DURATION is On bottom minus Off bottom started along with BC use","RACEBASE"
"108","HAUL_ORIG","Measured or estimated distance (m) between footrope and headrope of the trawl.","RACEBASE"
"109","HAUL_ORIG","Measured or estimated distance (m) between wingtips of the trawl.","RACEBASE"
"110","HAUL_ORIG","Meters (m).  Weighted average depth (m) and is calculated by adding GEAR_DEPTH to NET_HEIGHT.  Prior to (year), before NET_HEIGHT was regularly measured, this value was obtained using either echosounder or bathythermograph.","RACEBASE"
"111","HAUL_ORIG","Meters (m).  Weighted average depth (m) of trawl measured at the headrope (Groundfish) or footrope (MACE).  Prior to (year?), before NET-HEIGHT was regularly measured, this value was used synonymously with BOTTOM_DEPTH.","RACEBASE"
"112","HAUL_ORIG","RACE database statistical area for analyzing data.  Strata were designed using bathymetry and other measures of habitat and are unique to each survey series.","RACEBASE"
"113","HAUL_ORIG","Surface temperature, in tenths of a degree, Celsius.  Null values indicate temperature not recorded.","RACEBASE"
"114","HAUL_ORIG","The latitude (decimal degrees) at the end of the haul","RACEBASE"
"115","HAUL_ORIG","The latitude (decimal degrees) at the start of the haul","RACEBASE"
"116","HAUL_ORIG","The longitude (decimal degrees) at the end of the haul","RACEBASE"
"117","HAUL_ORIG","The longitude (decimal degrees) at the start of the haul.","RACEBASE"
"118","HAUL_ORIG","This is a Y/N field, to indicate whether the NET_WIDTH was measured or estimated:   Yes (Y) means that NET_WIDTH was measured   and (N) indicates that NET_WIDTH was calculated","RACEBASE"
"119","HAUL_ORIG","This is a six-digit number identifying the Cruise number of the form: YYYY99 (where YYYY = year of the cruise; 99 = 2-digit number and is sequential; 01 denotes the first cruise that vessel made in this year, 02 is the second, etc.","RACEBASE"
"120","HAUL_ORIG","This is a unique identifier for each record in the base table, to be used in corresponding audit tables to identify the original record in the base table","RACEBASE"
"121","HAUL_ORIG","This is a unique numeric identifier assigned to each (VESSEL, CRUISE, HAUL) combination","RACEBASE"
"122","HAUL_ORIG","This is a unique numeric identifier assigned to each (VESSEL,CRUISE) combination","RACEBASE"
"123","HAUL_ORIG","This number uniquely identifies a haul within a cruise.  It is a sequential number, in chronological order of occurrence.","RACEBASE"
"124","HAUL_ORIG","Valid Values: AI=Aleutian Islands, BS=Bering Sea, GOA=Gulf of Alaska, WC=West Coast,HBS=Hydroacoustic Bering Sea, HG=Hydroacoustic Gulf of Alaska, HWC=Hydroacoustic West Coast, TAG=Denotes that no biological data exist for this cruise other than those related to tags released or recovered.","RACEBASE"
"125","HAUL_ORIG","Weighted average temperature (in tenths of a degree Celsius) measured at the maximum depth of the headrope of the trawl. Null values indicate temperature was not recorded.","RACEBASE"
"126","HAUL_ORIG","kilometers (km) in thousandths of a km","RACEBASE"
"127","HAUL_ORIG","meters (m); Length of trawl wire (warp) deployed.","RACEBASE"
"128","LENGTH","Domain:  Groundfish Survey Codebook:  Sample Type; http://www.afsc.noaa.gov/RACE/groundfish/Groundfish_Survey_Codes.pdf ***For Cruises: (WC 2198304, WC 23198401, WC 63198501S)""SUBSAMPLE TYPE""  CODE USED TO INDICATE WHAT KIND OF TRAP was used sampletype 4 is defined as randomly selected from rectangular pots and sampletype 5 is defined as randomly selected from conical pots. For additional information see table RACEBASE.NOTES;","RACEBASE"
"129","LENGTH","Domain:  Groundfish Survey Codebook: Length-Frequency Form: Length Type;  
http://www.afsc.noaa.gov/RACE/groundfish/Groundfish_Survey_Codes.pdf","RACEBASE"
"130","LENGTH","Domain: Groundfish Species Codebook;  http://www.afsc.noaa.gov/RACE/groundfish/species_codebook.pdf","RACEBASE"
"131","LENGTH","Domain: Groundfish Survey Codebook: Vessel Codes
http://www.afsc.noaa.gov/RACE/groundfish/Groundfish_Survey_Codes.pdf","RACEBASE"
"132","LENGTH","Millimeter (mm)","RACEBASE"
"133","LENGTH","Must be at least 001","RACEBASE"
"134","LENGTH","This is a six-digit number identifying the Cruise number of the form: YYYY99 (where YYYY = year of the cruise; 99 = 2-digit number and is sequential; 01 denotes the first cruise that vessel made in this year, 02 is the second, etc.","RACEBASE"
"135","LENGTH","This is a unique identifier for each record in the base table, to be used in corresponding audit tables to identify the original record in the base table","RACEBASE"
"136","LENGTH","This is a unique numeric identifier assigned to each (VESSEL, CRUISE, HAUL) combination","RACEBASE"
"137","LENGTH","This is a unique numeric identifier assigned to each (VESSEL, CRUISE, HAUL, SPECIES_CODE) combination","RACEBASE"
"138","LENGTH","This is a unique numeric identifier assigned to each (VESSEL,CRUISE) combination","RACEBASE"
"139","LENGTH","This number uniquely identifies a haul within a cruise.  It is a sequential number, in chronological order of occurrence.","RACEBASE"
"140","LENGTH","Valid Values: 1=male, 2=female, 3=undetermined","RACEBASE"
"141","LENGTH","Valid Values: AI=Aleutian Islands, BS=Bering Sea, GOA=Gulf of Alaska, WC=West Coast,HBS=Hydroacoustic Bering Sea, HG=Hydroacoustic Gulf of Alaska, HWC=Hydroacoustic West Coast, TAG=Denotes that no biological data exist for this cruise other than those related to tags released or recovered.","RACEBASE"
"142","LENGTH_ORIG","Codebooks:  https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-manual","RACEBASE"
"143","LENGTH_ORIG","Millimeter (mm)","RACEBASE"
"144","LENGTH_ORIG","Must be at least 001","RACEBASE"
"145","LENGTH_ORIG","This is a six-digit number identifying the Cruise number of the form: YYYY99 (where YYYY = year of the cruise; 99 = 2-digit number and is sequential; 01 denotes the first cruise that vessel made in this year, 02 is the second, etc.)","RACEBASE"
"146","LENGTH_ORIG","This is a unique identifier for each record in the base table, to be used in corresponding audit tables to identify the original record in the base table","RACEBASE"
"147","LENGTH_ORIG","This is a unique numeric identifier assigned to each (VESSEL, CRUISE, HAUL) combination","RACEBASE"
"148","LENGTH_ORIG","This is a unique numeric identifier assigned to each (VESSEL, CRUISE, HAUL, SPECIES_CODE) combination","RACEBASE"
"149","LENGTH_ORIG","This is a unique numeric identifier assigned to each (VESSEL,CRUISE) combination","RACEBASE"
"150","LENGTH_ORIG","This number uniquely identifies a haul within a cruise.  It is a sequential number, in chronological order of occurrence.","RACEBASE"
"151","LENGTH_ORIG","Valid Values: 1=male, 2=female, 3=undetermined","RACEBASE"
"152","LENGTH_ORIG","Valid Values: AI=Aleutian Islands, BS=Bering Sea, GOA=Gulf of Alaska, WC=West Coast,HBS=Hydroacoustic Bering Sea, HG=Hydroacoustic Gulf of Alaska, HWC=Hydroacoustic West Coast, TAG=Denotes that no biological data exist for this cruise other than those related to tags released or recovered.","RACEBASE"
"153","NOTES","Codebooks:  https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-manual","RACEBASE"
"154","NOTES","This is a six-digit number identifying the Cruise number of the form: YYYY99 (where YYYY = year of the cruise; 99 = 2-digit number and is sequential; 01 denotes the first cruise that vessel made in this year, 02 is the second, etc.","RACEBASE"
"155","NOTES","This is a unique identifier for each record in the base table, to be used in corresponding audit tables to identify the original record in the base table","RACEBASE"
"156","NOTES","This is a unique numeric identifier assigned to each (VESSEL,CRUISE) combination","RACEBASE"
"157","NOTES","Valid Values: AI=Aleutian Islands, BS=Bering Sea, GOA=Gulf of Alaska, WC=West Coast,HBS=Hydroacoustic Bering Sea, HG=Hydroacoustic Gulf of Alaska, HWC=Hydroacoustic West Coast, TAG=Denotes that no biological data exist for this cruise other than those related to tags released or recovered.","RACEBASE"
"158","PROFILE","Celsius","RACEBASE"
"159","PROFILE","Codebooks:  https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-manual","RACEBASE"
"160","PROFILE","Practical Salinity Units (psu)","RACEBASE"
"161","PROFILE","This is a six-digit number identifying the Cruise number of the form: YYYY99 (where YYYY = year of the cruise; 99 = 2-digit number and is sequential; 01 denotes the first cruise that vessel made in this year, 02 is the second, etc.","RACEBASE"
"162","PROFILE","This is a unique identifier for each record in the base table, to be used in corresponding audit tables to identify the original record in the base table","RACEBASE"
"163","PROFILE","a unique sequential number, in order of chronological occurrence, identifying the deployment of the device","RACEBASE"
"164","PROFILE","meters (m)","RACEBASE"
"165","SPECIES","Domain: Groundfish Species Codebook;  http://www.afsc.noaa.gov/RACE/groundfish/species_codebook.pdf","RACEBASE"
"166","SPECIES","The common name of the marine organism associated with the SCIENTIFIC_NAME","RACEBASE"
"167","SPECIES","The scientific name of the organism associated with the COMMON_NAME.","RACEBASE"
"168","SPECIMEN","(0001 to 9999; Each individual examined must have a number assigned to it that is unique within each haul.  However, specimen numbers may be repeated between hauls","RACEBASE"
"169","SPECIMEN","Domain:  Groundfish Survey Codebook:  Specimen_Sample_Type;  http://www.afsc.noaa.gov/RACE/groundfish/Groundfish_Survey_Codes.pdf","RACEBASE"
"170","SPECIMEN","Domain:  Groundfish Survey Codebook: Age_Determination_Method;  
http://www.afsc.noaa.gov/RACE/groundfish/Groundfish_Survey_Codes.pdf","RACEBASE"
"171","SPECIMEN","Domain:  Groundfish Survey Codebook: Maturity Code Tables;   
http://www.afsc.noaa.gov/RACE/groundfish/Groundfish_Survey_Codes.pdf","RACEBASE"
"172","SPECIMEN","Domain:  Groundfish Survey Codebook: Maturity Code Tables;  http://www.afsc.noaa.gov/RACE/groundfish/Groundfish_Survey_Codes.pdf","RACEBASE"
"173","SPECIMEN","Domain:  Groundfish Survey Codebook: Specimen_Subsample_Method;  http://www.afsc.noaa.gov/RACE/groundfish/Groundfish_Survey_Codes.pdf","RACEBASE"
"174","SPECIMEN","Domain:  Historical RACE ADP Codebooks;    (this attribute is historical and its codeset domain, at present, is unable to be found.  This was a stratification scheme for otoliths that is different from geographic stratum.  CAUTION:  There are cases where the biostratum column field was used for data other than biostratum data","RACEBASE"
"175","SPECIMEN","Domain: Groundfish Species Codebook;  http://www.afsc.noaa.gov/RACE/groundfish/species_codebook.pdf","RACEBASE"
"176","SPECIMEN","Domain: Groundfish Survey Codebook: Vessel Codes
http://www.afsc.noaa.gov/RACE/groundfish/Groundfish_Survey_Codes.pdf","RACEBASE"
"177","SPECIMEN","Grams (g).","RACEBASE"
"178","SPECIMEN","Millimeter (mm)","RACEBASE"
"179","SPECIMEN","This is a six-digit number identifying the Cruise number of the form: YYYY99 (where YYYY = year of the cruise; 99 = 2-digit number and is sequential; 01 denotes the first cruise that vessel made in this year, 02 is the second, etc.","RACEBASE"
"180","SPECIMEN","This is a unique identifier for each record in the base table, to be used in corresponding audit tables to identify the original record in the base table","RACEBASE"
"181","SPECIMEN","This is a unique numeric identifier assigned to each (VESSEL, CRUISE, HAUL) combination","RACEBASE"
"182","SPECIMEN","This is a unique numeric identifier assigned to each (VESSEL,CRUISE) combination","RACEBASE"
"183","SPECIMEN","This number uniquely identifies a haul within a cruise.  It is a sequential number, in chronological order of occurrence.","RACEBASE"
"184","SPECIMEN","Valid Values: 1=male, 2=female, 3=undetermined","RACEBASE"
"185","SPECIMEN","Valid Values: AI=Aleutian Islands, BS=Bering Sea, GOA=Gulf of Alaska, WC=West Coast,HBS=Hydroacoustic Bering Sea, HG=Hydroacoustic Gulf of Alaska, HWC=Hydroacoustic West Coast, TAG=Denotes that no biological data exist for this cruise other than those related to tags released or recovered.","RACEBASE"
"186","SPECIMEN","Whole Numbers and null. This value represents the age of fish in years","RACEBASE"
"187","SPECIMEN","grams (g)","RACEBASE"
"188","SPECIMEN_ORIG","(0001 to 9999; Each individual examined must have a number assigned to it that is unique within each haul.  However, specimen numbers may be repeated between hauls","RACEBASE"
"189","SPECIMEN_ORIG","Codebooks:  https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-manual","RACEBASE"
"190","SPECIMEN_ORIG","Domain:  Historical RACE ADP Codebooks;    (this attribute is historical and its codeset domain, at present, is unable to be found.  This was a stratification scheme for otoliths that is different from geographic stratum.  CAUTION:  There are cases where the biostratum column field was used for data other than biostratum data.  Codebooks:  https://www.fisheries.noaa.gov/resource/document/groundfish-survey-species-code-manual-and-data-codes-manual","RACEBASE"
"191","SPECIMEN_ORIG","Grams (g).","RACEBASE"
"192","SPECIMEN_ORIG","Millimeter (mm)","RACEBASE"
"193","SPECIMEN_ORIG","This is a six-digit number identifying the Cruise number of the form: YYYY99 (where YYYY = year of the cruise; 99 = 2-digit number and is sequential; 01 denotes the first cruise that vessel made in this year, 02 is the second, etc.","RACEBASE"
